Name,Country,Position,Age,Overall_Rating,Future Potential,Team,Value Per M$,Total_Stats Score
Iroy Eckenfelder,France,RW,21,59,67,Annecy,0.5,1486
Matheus Pereira de Souza,Brazil,LB,21,66,75,Vizela,1.8,1647
Dara Costelloe,Republic of Ireland,RM,19,60,71,Bradford City,0.525,1556
Rafael Mascarenhas Moreira,Portugal,LW,20,58,66,APOEL,0.45,1380
João Paulo dos Santos Pereira,Portugal,RW,19,60,70,Vitória SC,0.525,1488
Matias Flores,Paraguay,RM,19,55,63,Sol de América,0.275,1373
Fernando Díaz,Paraguay,LB,21,56,63,Sol de América,0.275,1359
Achraf Dari,Morocco,CB,23,69,76,Brest,2.6,1548
Doug Tharme,England,CB,22,62,69,Accrington Stanley,0.75,1312
Roman Fernández,Argentina,ST,16,60,74,Racing Club,0.55,1475
Felix Eriksson,Sweden,RB,18,51,71,IFK Göteborg,0.15,1282
Matte Smets,Belgium,CDM,18,60,72,Sint-Truiden,0.525,1513
Andréa Librici,Belgium,CDM,17,55,73,Sint-Truiden,0.325,1538
Luis Bilbao Arechaga,Spain,RM,19,65,78,Athletic Club,1.7,1573
Antonio Leal Mateos,Spain,CB,23,64,74,Levante,1.2,1546
Malcom Adu Ares Djaló,Spain,RM,20,66,79,Athletic Club,2.1,1635
Hun Min Kim,Korea Republic,RWB,21,52,60,Seongnam,0.17,1317
Neven Djurasek,Croatia,CM,23,66,71,Shakhtar Donetsk,1.2,1772
Elias Aarflot,Norway,ST,18,53,70,Tromsø,0.24,1290
Niko Vukancic,Germany,CB,20,58,67,Fortuna Düsseldorf,0.425,1390
Alex Monis,United States,RW,19,58,70,Chicago Fire,0.475,1439
Kendall Burks,United States,LB,22,59,65,Chicago Fire,0.325,1381
Missael Rodríguez,United States,ST,19,50,63,Chicago Fire,0.11,1265
Donatien Gomis,Senegal,CB,27,64,66,Guingamp,0.625,1379
Samuel Gomes Lobato,Portugal,CDM,20,62,72,Famalicão,0.875,1618
Anthony Markanich,United States,LM,22,58,66,Colorado Rapids,0.425,1318
Jackson Travis,United States,LB,18,53,72,Colorado Rapids,0.23,1362
Tom Geerkens,Germany,CDM,21,57,67,Fortuna Düsseldorf,0.35,1497
Alessandro Lai,Italy,GK,21,54,62,Cosenza,0.21,889
Jeremy Garay,El Salvador,CM,19,50,64,DC United,0.11,1326
Jacques Ekomié,Gabon,CB,18,64,75,Bordeaux,1.2,1529
Jordan Amissah,Germany,GK,20,52,66,Burton Albion,0.17,851
Jacopo Desogus,Italy,LW,19,60,72,Cagliari,0.575,1495
Mor Ndiaye,Senegal,CM,21,67,77,Estoril,2.2,1746
Nectarios Triantis,Australia,CB,19,60,75,Central Coast Mariners,0.55,1404
Gaby Jean,France,CB,22,63,72,Annecy,1,1430
Jonathan Arriba Monroy,Spain,RW,20,66,74,Chaves,1.9,1741
Omar Jebali,Tunisia,CB,22,57,66,OB,0.35,1311
Sebastian Banozic,Sweden,GK,18,54,68,Häcken,0.22,866
Oscar Wiklöf,Finland,CM,19,60,72,Freiburg II,0.575,1560
Noah Wagner,Germany,CB,17,53,72,Freiburg II,0.22,1225
Yohan Baï,France,RM,25,62,63,Bastia,0.475,1538
Mohammed Fuseini,Ghana,ST,20,62,73,Sturm Graz,0.875,1536
Richmond Badu,Belgium,GK,20,52,61,KV Oostende,0.15,780
Matteo Meisl,Austria,CB,21,62,71,Austria Wien,0.825,1408
Volkan Rona,Germany,LM,21,54,62,Waldhof Mannheim,0.24,1432
Filipe De Carvalho,Switzerland,LM,18,54,72,Grasshopper,0.275,1304
Saad Natiq,Iraq,CDM,28,66,66,Abha,0.725,1394
Jan Jurcec,Croatia,LM,21,64,71,Rheindorf Altach,1.1,1676
Alessandro Casciato,Italy,ST,22,56,65,Lugano,0.325,1386
Uran Bislimi,Kosovo,CM,22,64,70,Lugano,0.95,1747
Michel De Jesus Sousa,Switzerland,LM,21,54,64,Lugano,0.24,1307
Armand Smrcka,Austria,LM,19,60,70,Austria Wien,0.525,1757
Nils Arvidsson,Sweden,GK,19,54,70,Helsingborg,0.25,888
Besfort Zeneli,Sweden,LW,19,55,71,Elfsborg,0.325,1348
Viktor Widell,Sweden,RB,19,55,68,Elfsborg,0.275,1386
André Picornell,Sweden,GK,18,55,73,Djurgården,0.275,863
Vittorio Agostinelli,Italy,CAM,20,57,70,Cosenza,0.4,1451
Eduard Dutu,Romania,CB,21,58,70,Reggina,0.475,1329
Nando Toggenburger,Switzerland,ST,18,53,71,Luzern,0.24,1262
Severin Ottiger,Switzerland,RB,19,56,68,Luzern,0.325,1373
Mohammed Al Abdullah,Saudi Arabia,CAM,19,51,62,Al Khaleej,0.13,1367
Noé Lebreton,France,CM,18,54,74,Caen,0.275,1466
Jesper Adolfsson,Sweden,CB,23,57,66,Mjällby,0.35,1352
Owen Lunt,England,CM,17,50,63,Crewe Alexandra,0.11,1370
Alai Hussain Ghasem,Iraq,LB,19,54,68,IFK Göteborg,0.24,1310
Joshua Schwirten,Germany,CAM,20,58,71,FC Köln,0.5,1556
Adrian Soboń,Poland,CAM,19,56,67,Stal Mielec,0.3,1461
Ángel De La Cruz,Peru,GK,20,59,67,Alianza Lima,0.425,912
Fabio Torsiello,Italy,ST,17,58,74,Darmstadt 98,0.5,1373
Matteo Stoppa,Italy,CAM,21,59,68,Palermo,0.5,1484
Ben Nelson,England,CB,18,59,77,Doncaster Rovers,0.55,1432
Sipho Mbule,South Africa,CM,24,69,74,Mamelodi Sundowns,2.1,1633
Grant Kekana,South Africa,RB,29,68,68,Mamelodi Sundowns,1,1659
Sphelele Mkhulise,South Africa,CM,26,68,69,Mamelodi Sundowns,1.4,1602
Lesedi Kapinga,South Africa,RW,27,65,66,Mamelodi Sundowns,0.825,1551
Nawaf Al Qumairi,Saudi Arabia,LB,21,56,67,Al Tai,0.3,1427
Khuliso Mudau,South Africa,LB,27,70,70,Mamelodi Sundowns,1.5,1773
Neo Maema,South Africa,RW,26,69,70,Mamelodi Sundowns,1.6,1648
Mohamed Youla,Guinea,LB,21,55,66,Al Tai,0.275,1404
Nelson Quiñónes,Colombia,RM,19,56,70,Houston Dynamo,0.35,1408
Thomas Battistella,Italy,CM,20,60,70,Modena,0.55,1616
André Miguel Pinto Lopes,Portugal,LW,25,63,63,Santa Clara,0.525,1546
Alper Demirol,Sweden,CM,19,58,73,Hammarby,0.475,1556
Jack Degruchy,England,CAM,18,52,65,Doncaster Rovers,0.18,1372
Bob van der Hoek,Netherlands,GK,26,60,64,Fortuna Sittard,0.275,887
Matthew Nocita,United States,CB,22,56,64,New York RB,0.3,1276
Mizuki Arai,Japan,LW,25,67,70,Gil Vicente,1.3,1689
Salifou Soumah,Guinea,ST,18,54,68,Le Havre,0.25,1368
Anders Hartveit Ryste,Norway,ST,17,53,75,Odd,0.3,1332
Gustav Mortensen,Denmark,LWB,18,54,71,Lyngby,0.25,1345
Faisal Ali,India,LW,22,54,62,Bengaluru,0.24,1445
James Maxwell,Scotland,LB,20,60,69,Doncaster Rovers,0.525,1467
Pascal Müller,Austria,CM,19,57,68,Wolfsberger AC,0.35,1619
Abdulkareem Al Muzayil,Saudi Arabia,RM,22,53,62,Al Batin,0.2,1410
Javier Comeras Chueca,Spain,CM,22,59,67,Villarreal II,0.5,1530
Simone Ghidotti,Italy,GK,22,57,65,Como,0.325,856
James Pradic,Wales,GK,16,53,75,Preston North End,0.275,849
Dana Amaral,England,CM,18,55,68,Preston North End,0.275,1433
Riccardo Spaltro,Italy,RB,22,55,61,SPAL,0.19,1326
Maciej Kowal,Poland,GK,19,54,67,Pogoń Szczecin,0.22,819
Leonardo Borges da Silva,Brazil,LB,21,65,72,Pogoń Szczecin,1.4,1719
Nika Gagnidze,Georgia,RM,21,65,74,Ümraniyespor,1.6,1803
Alessandro Lombardi,Italy,CM,22,64,73,Reggina,1.3,1786
James Taylor,England,RB,20,54,66,Bristol City,0.25,1445
Alejandro Orellana Gómez,Spain,CM,21,62,71,FC Andorra,0.85,1605
Giorgi Khabuliani,Georgia,RW,18,59,75,Adana Demirspor,0.575,1547
Lukas Eixler,Germany,RM,18,54,68,Meppen,0.25,1436
Mohamed Farsi,Canada,RB,22,63,71,Columbus Crew,1.1,1667
Mike Penders,Belgium,GK,16,57,77,Genk,0.4,889
Sergio Fabián Ortíz,Argentina,CM,21,62,72,Independiente,0.85,1615
Ramiro Lobo,Argentina,LW,20,61,73,Independiente,0.8,1531
Arthur de Oliveira Sales,Brazil,ST,19,67,77,Paços de Ferreira,2.2,1569
Nadhir Benbouali,Algeria,ST,22,67,74,Sporting Charleroi,2.1,1563
Noah De Ridder,Belgium,CM,18,58,72,Gent,0.475,1537
Ibrahim Salah,Morocco,RW,20,63,73,Rennes,1.1,1580
Maximilian Sellinger,Austria,CDM,20,56,66,Hartberg,0.3,1439
Jakob Kolb,Austria,ST,19,56,67,Hartberg,0.3,1368
Dario Oger,Belgium,CAM,20,58,69,AS Eupen,0.45,1634
Abderrahman Rebbach,Algeria,CAM,23,65,71,Deportivo Alavés,1.1,1677
Nico Wiesinger,Austria,CB,19,57,70,Ried,0.375,1290
Carlos Sánchez Jiménez,Spain,RB,21,62,70,FC Cartagena,0.85,1513
Soyal Joshy,India,RB,20,50,61,Hyderabad,0.1,1223
Andy Breuer,Germany,CDM,16,52,74,Saarbrücken,0.25,1448
Mohamed Salah El Boukammiri,Belgium,LM,18,56,72,Union Saint-Gilloise,0.35,1426
Tobi Jinad,Republic of Ireland,RM,19,49,57,Bohemians,0.1,1340
David Djamas,Cyprus,LM,18,58,74,Cyprus,0,1405
Gustavo Caballero,Paraguay,LM,20,66,76,Nacional Asunción,1.9,1503
Miguel Chaiwa,Zambia,CDM,18,55,76,Young Boys,0.375,1515
Dion Kacuri,Switzerland,CAM,18,57,75,Grasshopper,0.425,1466
Sidiki Camara,Switzerland,CM,19,53,69,Servette,0.24,1420
Samba Lélé Diba,Senegal,CAM,18,52,67,Servette,0.18,1476
Andy Musayev,Belgium,RM,19,59,71,KV Oostende,0.525,1479
Pedro Milans,Uruguay,RWB,20,68,79,Peñarol,2.5,1705
Roko Jureskin,Croatia,LM,21,66,75,Benevento,1.8,1745
Giuseppe Carriero,Italy,CM,24,65,69,Cittadella,1,1804
Aleksander Kjelsen,Norway,CDM,16,55,78,Vålerenga,0.375,1331
Hugo Pérez Balderas,Spain,CB,19,61,74,Villarreal II,0.725,1462
Jones El-Abdellaoui,Norway,ST,16,57,78,Vålerenga,0.525,1406
Max Bjurstrøm,Norway,RB,16,54,74,Vålerenga,0.275,1414
Diego Callai Silva,Brazil,GK,17,64,78,Sporting CP,1.2,851
Qassem Abu Nayan,Saudi Arabia,CM,19,51,62,Al Khaleej,0.13,1389
Dylan Demuynck,Belgium,LW,18,60,75,Zulte-Waregem,0.575,1434
Miguel Raimundo Nóbrega,Portugal,CB,22,65,72,Rio Ave,1.3,1397
Enzo Javier Franco,Argentina,LB,18,61,73,Independiente,0.725,1589
Patricio Pizarro,Argentina,CB,21,64,72,Huracán,1.2,1472
Santiago Ayala,Argentina,ST,20,60,71,Independiente,0.55,1490
Ilias Iliadis,Greece,LM,21,58,66,CF Montréal,0.425,1540
Rodney Elongo-Yombo,Germany,RM,20,63,72,Borussia Dortmund II,1.1,1623
Roméo Monticelli,Belgium,CB,16,56,74,Sporting Charleroi,0.35,1392
David Torres Ortiz,Spain,CB,19,63,77,Real Valladolid,1.1,1436
Yousef Hassan,Qatar,GK,26,65,68,Qatar,0,929
Josh Giurgi,Republic of Ireland,RW,20,55,63,Shelbourne,0.275,1459
Eduardo Oliveira Borges,Portugal,CB,20,60,68,Chaves,0.5,1386
Juan Gilbert Sánchez,Ecuador,CM,19,58,72,Sporting Cristal,0.45,1558
Louis Torres,France,LWB,21,60,69,Rodez,0.525,1555
Lucas Larade,France,RB,23,60,66,Cercle Brugge,0.35,1373
Jose Herrera,Argentina,LM,19,62,71,Argentinos Juniors,0.85,1507
Krystian Okoniewski,Poland,ST,17,53,74,Radomiak Radom,0.3,1318
William Agada,Nigeria,LW,22,62,69,Sporting KC,0.825,1521
Amrit Gope,India,GK,22,50,59,Bengaluru,0.09,848
Luca Moro,Italy,GK,17,62,80,Perugia,0.875,909
Stipe Vulikić,Croatia,CB,21,64,72,Perugia,1.2,1412
Alberto Lunghi,Italy,RW,19,62,77,Perugia,0.95,1535
Edoardo Iannoni,Italy,CM,21,63,70,Perugia,0.975,1713
Samuele Angori,Italy,LB,18,58,73,Empoli,0.45,1486
Artem Onischenko,Ukraine,CM,19,59,70,Perugia,0.475,1560
Shaun MacDonald,England,GK,25,60,63,Cheltenham Town,0.25,1020
Tobi Ogundega,England,CB,18,52,60,Sutton United,0.16,1216
Tope Fadahunsi,England,ST,22,55,59,Sutton United,0.19,1400
Matt Ridley,England,CB,22,53,59,Sutton United,0.14,1134
Gali Balanta,Colombia,GK,20,62,74,Deportes Tolima,0.85,1058
Kas de Wit,Netherlands,LW,18,58,72,NEC,0.475,1532
Kevin Costinha,Portugal,LM,21,56,65,Winterthur,0.325,1287
Alp Arda,Turkey,GK,27,52,56,İstanbulspor,0.08,855
Alberto Oliveira Baio,Portugal,RB,18,60,75,Vitória SC,0.55,1472
Jason Bahamboula,France,RW,21,62,77,Vitória SC,0.975,1606
Adrion Pajaziti,Albania,CM,19,63,77,Haugesund,1.1,1691
Afonso Manuel Abreu Freitas,Portugal,LB,22,69,76,Vitória SC,2.7,1597
Matteo Anzolin,Italy,LB,21,64,71,Wolfsberger AC,1.1,1666
Turki Al Mutairi,Saudi Arabia,ST,21,53,62,Al Taawon,0.21,1317
Ibe Hautekiet,Belgium,CB,20,63,74,Standard Liège,0.975,1462
Jayden Davis,England,RW,20,56,63,Crawley Town,0.275,1415
Ilyes Chetti,Algeria,LB,27,67,67,Angers SCO,0.975,1602
Dylan Durivaux,France,RB,21,62,69,Niort,0.775,1549
Kieran Cruise,Republic of Ireland,LWB,18,54,64,Shamrock Rovers,0.22,1326
Idrissa Camara,Senegal,ST,24,61,67,Dijon,0.525,1511
Mateusz Kowalski,Poland,ST,16,56,75,Jagiellonia Białystok,0.35,1338
Abraham Del Moral Rando,Spain,CB,20,61,72,Villarreal II,0.675,1475
Omar Faraj,Sweden,ST,20,64,75,AIK,1.3,1524
Jay Benn,England,RWB,20,55,65,Bohemians,0.275,1394
Nurullah Aslan,Turkey,GK,24,60,66,Ankaragücü,0.325,997
Christian Egbutudike,Nigeria,ST,18,58,66,Caracas,0.425,1388
Bennet Schieber,Germany,CB,18,52,64,Sandhausen,0.17,1210
Frederik Rahn,Germany,LB,17,53,63,Sandhausen,0.18,1332
Moe Shubbar,Sweden,ST,18,55,65,Crawley Town,0.275,1352
Sulaiman Asiri,Saudi Arabia,RB,21,52,62,Abha,0.18,1409
Kacper Jodłowski,Poland,CDM,23,58,64,Cracovia Kraków,0.3,1501
Carlos Romero Serrano,Spain,LM,20,63,72,Villarreal II,1,1623
Jaime Durán Jiménez,Spain,GK,21,57,67,Mallorca,0.325,945
Ivan Kaliuzhnyi,Ukraine,CM,24,66,71,Kerala Blasters,1.2,1771
Antonio Espigares Morillas,Spain,CB,17,58,74,Villarreal II,0.475,1395
Vafa Hakhamaneshi,Iran,CB,31,61,61,Chennaiyin,0.22,1345
Aakash Sangwan,India,LB,26,54,55,Chennaiyin,0.12,1385
Jockson Dhas,India,CM,27,49,50,Chennaiyin,0.05,1411
Thiago Ezequiel Ojeda,Argentina,ST,19,63,75,Villarreal II,1.1,1642
Sajal Bag,India,RM,19,49,62,Chennaiyin,0.11,1405
Fares Arnaout,Syria,CB,25,64,68,Goa,0.725,1580
Noah Sadaoui,Morocco,RM,28,63,63,Goa,0.475,1619
Alex Saji,India,CB,22,53,61,NorthEast United,0.2,1357
Manoj Mohammad,India,LB,23,53,60,Hyderabad,0.18,1343
Matt Sargent,Wales,CDM,20,55,62,Salford City,0.25,1504
Devin Angleberger,Germany,CDM,19,55,69,SpVgg Greuther Fürth,0.3,1519
Oskar Mielcarz,Poland,GK,18,54,72,Śląsk Wrocław,0.24,927
Olivier Wypart,Poland,CB,21,56,66,Śląsk Wrocław,0.3,1399
Yegor Matsenko,Ukraine,CDM,20,56,69,Śląsk Wrocław,0.325,1376
Maurice Dehler,Germany,GK,18,53,71,Ingolstadt,0.21,924
Felix Keidel,Germany,CDM,19,60,71,Ingolstadt,0.525,1538
Gustavo Klismahn,Brazil,CDM,22,67,74,Portimonense,2.1,1884
João Pedro Oliveira,Portugal,GK,19,62,76,Estoril,0.825,1010
Isak Bjerkebo,Sweden,ST,19,56,72,Kalmar,0.375,1375
Jóhannes K. Bjarnason,Iceland,CM,17,53,76,Norrköping,0.3,1448
Emanuel Chabo,Sweden,ST,19,54,67,Norrköping,0.25,1329
Sérgio Pereira Andrade,Portugal,CAM,21,65,74,Estoril,1.6,1554
Orkun Özdemir,Turkey,GK,27,63,66,Ümraniyespor,0.475,891
Tariq Maddad,Saudi Arabia,CAM,21,49,60,Al Batin,0.1,1350
Anıl Demir,Turkey,GK,25,51,56,Ümraniyespor,0.07,759
Josh O'Brien,Republic of Ireland,CDM,19,55,65,Salford City,0.25,1252
Tahsin Hacımustafaoğlu,Turkey,LB,24,62,65,Ümraniyespor,0.55,1775
Edvin Tellgren,Sweden,CB,17,54,73,Norrköping,0.25,1266
Josué Cuero,Ecuador,RB,21,64,76,Delfin,1.4,1559
Viktor Andersson,Sweden,GK,18,55,72,Malmö FF,0.275,910
Óli Ómarsson,Iceland,LB,19,60,75,Sirius,0.55,1566
Luca Petzold,Germany,GK,20,60,70,Bayreuth,0.475,978
Willum Þór Willumsson,Iceland,CAM,23,67,73,Go Ahead Eagles,1.6,1804
Joe Ackroyd,England,CM,19,52,65,Barnsley,0.19,1421
Niklas Jahn,Germany,CM,17,54,68,Nürnberg,0.23,1529
Serkan Göksu,Turkey,RB,29,62,62,Ümraniyespor,0.4,1701
João Pedro Eira Antunes Silva,Portugal,CB,23,63,69,Kortrijk,0.7,1382
Rafael Sousa Gancho Brito,Portugal,RM,20,64,73,Marítimo,1.3,1771
Alan Madaliński,Poland,GK,16,54,68,Miedź Legnica,0.21,838
Tornike Gaprindashvili,Georgia,RM,24,63,66,Zagłębie Lubin,0.65,1652
Antoine Makoumbou,Congo,CM,23,70,75,Cagliari,2.2,1848
Francisco Morel,Paraguay,ST,18,56,77,Nacional Asunción,0.45,1367
Leonardo Rolón,Paraguay,ST,19,58,73,Guaraní,0.475,1462
Alexis Zorrilla,Paraguay,CB,27,57,60,General Caballero JLM,0.19,1299
Valdemar Kwasniak,Denmark,CDM,19,51,68,Brøndby,0.14,1502
Harry Nicolson,Scotland,CB,21,49,57,Finn Harps,0.1,1169
Aaron Basenach,Germany,CB,19,56,66,Kaiserslautern,0.3,1502
Saidou Khan,Gambia,CM,26,61,63,Swindon Town,0.375,1632
Yehor Yarmoliuk,Ukraine,RM,18,63,79,Brentford,1.2,1590
Mahamadou Doumbia,Mali,CM,18,59,76,Nordsjælland,0.575,1451
Rudy Boulais,France,GK,20,53,60,Quevilly Rouen,0.16,832
Hugo Ozée,France,CB,22,53,61,Quevilly Rouen,0.2,1234
Alex Murphy,Republic of Ireland,LB,18,60,78,Newcastle United,0.6,1469
Dylan G'Beuly,France,CAM,21,55,65,Quevilly Rouen,0.275,1426
Samy El Khiar,France,CAM,21,54,65,Quevilly Rouen,0.24,1369
Killian Corenthin,France,CM,21,53,61,Quevilly Rouen,0.21,1403
Nikolas Korzeniecki,Canada,CDM,20,58,71,Warta Poznań,0.475,1572
Abdulrahman Al Hajeri,Saudi Arabia,CDM,26,56,57,Al Wahda,0.15,1447
Abdulmajeed Al Saeed,Saudi Arabia,CM,25,56,59,Al Adalah,0.19,1523
Bryce Miranda,India,LM,22,54,62,Kerala Blasters,0.24,1477
Saurav Mandal,India,LM,21,54,66,Kerala Blasters,0.275,1404
Jakub Kadak,Slovakia,CM,21,67,76,Luzern,2.3,1736
Ryan Flamingo,Netherlands,CDM,19,68,79,Vitesse,2.4,1805
Peter Shalulile,Namibia,ST,28,74,74,Mamelodi Sundowns,4.3,1693
Lyle Lakay,South Africa,LB,30,68,68,Mamelodi Sundowns,1,1680
Etienne Camara,France,CM,19,63,78,Huddersfield Town,1.1,1612
Brodie Spencer,Northern Ireland,CM,18,59,73,Huddersfield Town,0.5,1565
Takuto Oshima,Japan,CM,24,65,71,Cracovia Kraków,1.1,1686
Nicolás Rossi,Uruguay,LM,20,67,77,Peñarol,2.2,1691
Marcos Luna Luna Ruiz,Spain,RB,19,64,76,Real Zaragoza,1.3,1541
Iker Luis Kohl,Germany,CDM,19,57,67,Verl,0.325,1490
Yacine El Amri,Morocco,RM,17,57,71,Valenciennes,0.375,1418
Daniel Adamczyk,Germany,GK,19,61,73,Osnabrück,0.675,946
Martín Ortega,Argentina,RB,22,63,70,Tigre,0.925,1548
Jasper Pattenden,England,RWB,20,57,63,Wycombe Wanderers,0.25,1642
Lucas Souto,Argentina,LB,23,66,73,Arsenal de Sarandi,1.6,1571
Brian Blando,Argentina,ST,27,64,64,Lanús,0.625,1486
Abdulaziz Noor,Sudan,RM,23,57,63,Al Wahda,0.25,1448
Elyas Al Biladi,Saudi Arabia,CDM,20,51,60,Al Adalah,0.12,1399
Racine Ba,Senegal,CM,19,56,69,Como,0.325,1427
Giovanni Grotta,Italy,GK,17,57,74,Palermo,0.35,847
Amin Al-Hamawi,Iraq,ST,18,58,74,Helsingborg,0.525,1353
Manuel Peretti,Italy,CB,22,62,69,Palermo,0.75,1403
Nicola Rauti,Italy,ST,22,67,76,SPAL,2.3,1566
Francesco Donati,Italy,RM,21,64,72,Ascoli,1.3,1655
Patrick Brouwer,Netherlands,CM,21,61,70,Sparta Rotterdam,0.725,1678
Andrea Marcucci,Italy,CDM,23,62,70,Reggina,0.875,1637
Franco Ferrari,Argentina,LB,30,69,69,APOEL,1.2,1719
Marcos Vinícius Sousa Natividade,Brazil,RW,25,68,69,APOEL,1.4,1616
Nicolás Gudiño Castilla,Spain,CB,22,60,67,Mirandés,0.475,1390
Ignacio Castillo Ameyugo,Spain,LM,21,61,69,Mirandés,0.725,1616
Enzo Larrosa,Uruguay,ST,21,65,74,Godoy Cruz,1.6,1492
Mohammed Al Biladi,Saudi Arabia,GK,20,50,59,Al Adalah,0.09,891
Nasser Al Meqhem,Saudi Arabia,CAM,25,55,56,Al Adalah,0.15,1413
Mohammed Abo Abd,Saudi Arabia,RM,20,55,64,Al Adalah,0.275,1418
Harrison Neal,England,CM,20,63,73,Barrow,1,1586
Milan Mijatović,Montenegro,GK,34,66,66,Al Adalah,0.15,993
Denizhan Taşkan,Turkey,LM,22,65,73,Ümraniyespor,1.6,1580
Saïd Hamulić,Netherlands,LM,21,68,77,Toulouse,2.7,1680
Filippo Manfrin,Italy,GK,18,55,72,Cittadella,0.275,828
Giuseppe Marcianò,Italy,GK,22,57,65,Frosinone,0.325,859
Anthony Oyono,Gabon,RB,21,63,70,Frosinone,0.925,1531
Linus Carlstrand,Sweden,ST,17,53,74,IFK Göteborg,0.3,1304
Daniel Dumbravanu,Moldova,CB,20,56,65,APOEL,0.3,1329
Alexander Satariano,Malta,ST,20,58,69,Frosinone,0.45,1495
Victor Arong,Nigeria,ST,17,51,61,Drogheda United,0.12,1323
Ryan Bowden,Republic of Ireland,CB,18,51,61,UCD,0.11,1161
John Haist,England,ST,26,52,52,UCD,0.09,1298
Cheick Conde,Guinea,CDM,21,63,74,Zürich,1.1,1790
Noel Eichinger,Germany,ST,20,60,67,Zwickau,0.5,1507
Paul Lehmann,Germany,RB,17,57,72,Dynamo Dresden,0.35,1359
Samuele Spalluto,Italy,ST,21,58,68,Ternana,0.45,1445
William Osula,Denmark,ST,18,60,72,Sheffield United,0.575,1491
Dylan Kadji,England,CM,18,57,71,Swindon Town,0.35,1479
Mervan Yusuf Yiğit,Turkey,ST,21,56,65,Ankaragücü,0.325,1392
Mert Kurt,Turkey,ST,19,56,69,Giresunspor,0.35,1408
Szymon Sarbinowski,Poland,CAM,18,52,64,Warta Poznań,0.18,1492
Pontus Texel,Denmark,CB,18,57,75,Midtjylland,0.4,1360
Dion Krasniqi,Sweden,ST,18,57,74,Varberg BoIS,0.425,1375
Ajdin Zeljković,Sweden,LM,24,62,65,Värnamo,0.55,1556
Valdemar Byskov,Denmark,RW,17,58,76,Midtjylland,0.5,1494
Juan Felipe Moreno,Colombia,ST,19,55,68,Midtjylland,0.3,1351
Frank Junior Adjei,Ghana,LM,18,53,70,Värnamo,0.24,1324
Krystian Kardyś,Poland,CM,19,55,68,Stal Mielec,0.3,1427
Maksymilian Pingot,Poland,CB,19,58,73,Lech Poznań,0.45,1398
Maksym Czekała,Poland,CAM,18,55,72,Lech Poznań,0.325,1462
Filip Kocaba,Poland,CDM,17,55,73,Zagłębie Lubin,0.3,1497
Peder Klausen,Norway,GK,19,55,70,Odd,0.25,857
Kamohelo Mahlatsi,South Africa,RW,23,64,68,Kaizer Chiefs,0.85,1637
David Jaunegg,Austria,RB,19,56,70,WSG Tirol,0.325,1423
Souleymane Cissé,France,CB,19,56,68,Clermont,0.325,1248
Pietro Martino,Italy,RB,24,65,69,Cosenza,0.95,1637
Dylan Tavares dos Santos,Cape Verde Islands,LB,25,63,66,Bastia,0.575,1582
Gerard Fdez. Castellano,Spain,ST,19,61,72,Racing Santander,0.7,1560
Yong Hui Park,Korea Republic,ST,20,51,58,Daegu,0.12,1305
Kalifa Manneh,Gambia,LW,23,61,65,Perugia,0.475,1531
Salvatore Santoro,Italy,CDM,23,62,68,Pisa,0.575,1527
Christian Tommasini,Italy,ST,24,61,67,Pisa,0.525,1458
Donat Rrudhani,Kosovo,RM,23,66,72,Young Boys,1.4,1654
Zakaria Hawsawi,Saudi Arabia,LB,21,61,72,Al Ittihad,0.7,1542
Arnau Solà Mateu,Spain,LB,19,57,76,Almería,0.4,1392
Diego Gabriel Silva Rosa,Brazil,CDM,19,67,79,Vizela,2.4,1760
Yuliwes Bellache,Algeria,CAM,19,59,68,Austria Lustenau,0.475,1359
Yanis Massolin,France,CM,19,57,69,Clermont,0.4,1507
Oliver Kamdem,France,RB,19,57,68,Clermont,0.325,1404
Rayane El Khamali,France,CM,20,56,67,Dijon,0.325,1346
René Dedič,Slovakia,ST,28,62,62,Viktoria Plzeň,0.4,1422
Jovan Manev,North Macedonia,CB,21,65,73,Adana Demirspor,1.5,1596
Mohamed Achi,France,CM,20,60,74,Nantes,0.6,1609
Thoma Monney,Switzerland,CM,20,54,64,Luzern,0.22,1205
Joe-Loïc Affamah,France,ST,20,61,73,Nantes,0.8,1515
Lohann Doucet,France,CM,19,64,74,Nantes,1.2,1583
Michael Ndiweni,England,ST,18,58,77,Newcastle United,0.525,1452
Mustafa Eser,Turkey,CB,20,61,71,Ümraniyespor,0.675,1413
Maël de Gevigney,France,CB,22,66,73,Nîmes,1.6,1475
Ronny Labonne,France,CB,24,62,67,Nîmes,0.55,1582
Thomas Himeur,France,GK,21,59,68,Toulouse,0.45,911
P. Justiniano Almeida Gomes,Guinea Bissau,CB,22,63,71,Radomiak Radom,1,1385
Elad Shahaf,Israel,CB,24,62,67,Botoşani,0.6,1713
Ionuț Gurău,Romania,GK,23,63,71,U Craiova 1948,0.925,891
Fábio André Freitas Vianna,Portugal,LB,23,60,66,Argeş,0.375,1602
Antonio Jakolis,Croatia,RW,30,64,64,Argeş,0.5,1781
Enzo Célestine,France,ST,24,60,64,Argeş,0.35,1446
Abu Kamara,England,ST,18,60,79,Norwich City,0.625,1522
Oskar Leśniak,Poland,CAM,17,50,63,Piast Gliwice,0.11,1337
Oskar Wójcik,Poland,CB,18,57,68,Cracovia Kraków,0.325,1327
Cem Çelik,Turkey,CDM,20,57,66,Alanyaspor,0.35,1550
